,dtime,br,ba,sqft,subregion,pnr,price
63,2016-09-25 20:45,5,,,northern virginia,(CONTINUING GROWTH IN STAFFORD/SPOTSY),$2600
64,2016-09-25 20:45,3,,,northern virginia,"(Springfield, Burke, Newington)",$1995
65,2016-09-25 20:43,2,,,northern virginia,,$2500
66,2016-09-25 20:42,1,,689,northern virginia,(Fairfax),$1707
67,2016-09-25 20:39,2,,1078,northern virginia,"(10520 Rosehaven Street, Fairfax, VA 22030)",$2065
68,2016-09-25 20:36,3,,2900,northern virginia,"(2100 Owls Cove Ln, Reston Va)",$3650
69,2016-09-25 20:33,3,,1600,northern virginia,(Clifton),$2100
70,2016-09-25 20:32,2,,830,northern virginia,(Herndon),$1479
71,2016-09-25 20:30,3,,3000,northern virginia,(Mclean VA),$3680
72,2016-09-25 20:28,1,,804,northern virginia,(FALLS CHURCH),$1535
73,2016-09-25 20:28,1,,665,northern virginia,(Rte #1 Alexandria),$1375
74,2016-09-25 20:22,1,,1072,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1431
75,2016-09-25 20:20,1,,891,northern virginia,(Arlington),$1650
76,2016-09-25 20:16,1,,860,northern virginia,"(Dulles, Sterling, Reston, Herndon, Ashburn, Leesburg)",$1496
77,2016-09-25 20:14,1,,850,northern virginia,"(Vienna near Tysons Corner, Falls Church, Merrifield)",$1582
78,2016-09-25 20:10,2,,897,northern virginia,"(Fairfax, Annandale, Chantilly)",$1859
79,2016-09-25 20:05,2,,803,northern virginia,(Ballston-Arlington),$2250
80,2016-09-25 20:04,2,,905,northern virginia,(Parc Reston),$1575
81,2016-09-25 19:59,4,,2500,northern virginia,"(Nokesville, VA near Gainesville/Manassas)",$2500
82,2016-09-25 19:48,2,,,northern virginia,(Arlington),$2200
83,2016-09-25 19:48,,,453,northern virginia,(Washington),$1383
84,2016-09-25 19:46,1,,,northern virginia,(Fairfax),$500
85,2016-09-25 19:45,3,1,900,northern virginia,(Reston),$1500
86,2016-09-25 19:45,1,,,northern virginia,(springfield),$750
87,2016-09-25 19:44,3,,1371,northern virginia,"(Dulles, Herndon, Reston, Sterling, Ashburn)",$2007
88,2016-09-25 19:41,2,,,northern virginia,(Dumfries Woodbridge Quantico Ft Belvoir),$1250
89,2016-09-25 19:41,3,,,northern virginia,(Dumfries Woodbridge Quantico),$1475
90,2016-09-25 19:38,1,2,2700,northern virginia,(1640 N. GEORGE MASON DR. ARLINGTON VA),$2350
91,2016-09-25 19:38,1,,811,northern virginia,"(Fairfax, Alexandria, Centreville)",$1727
92,2016-09-25 19:30,,,520,northern virginia,(Alexandria),$1700
93,2016-09-25 19:26,3,,2200,northern virginia,(Dunn Loring),$3595
94,2016-09-25 19:25,2,,830,northern virginia,(Herndon),$1479
95,2016-09-25 19:25,3,,1886,northern virginia,(Alexandria VA 22304),$2100
96,2016-09-25 19:23,2,,1084,northern virginia,(Falls Church),$2495
97,2016-09-25 19:23,2,,1135,northern virginia,(Arlington),$2200
0,2016-09-25 22:21,3,,1371,northern virginia,"(Dulles, Sterling, Reston, Herndon, Ashburn, Leesburg)",$2007
1,2016-09-25 22:20,1,,811,northern virginia,(Fairfax),$1727
2,2016-09-25 22:19,1,,850,northern virginia,"(Vienna near Tysons Corner, Falls Church, Merrifiel)",$1571
3,2016-09-25 22:17,,,550,northern virginia,(Hendon/Reston),$880
4,2016-09-25 22:14,2,,1341,northern virginia,(Alexandria VA 22315),$1800
5,2016-09-25 22:13,2,,986,northern virginia,"(6924 Fairfax Dr, Arlington, VA)",$2249
6,2016-09-25 22:13,2,,800,northern virginia,(old town Alexandria),$2250
7,2016-09-25 22:08,1,,804,northern virginia,(FALLS CHURCH),$1535
8,2016-09-25 22:07,2,,1150,northern virginia,(North Arlington),$2445
9,2016-09-25 22:07,2,,1100,northern virginia,(Tyson's),$2978
10,2016-09-25 21:58,1,,1500,northern virginia,"(Alexandria, Virginia)",$1000
11,2016-09-25 21:57,6,4,3500,northern virginia,"(McLean, VA)",$5400
12,2016-09-25 21:51,3,,1384,northern virginia,"(Vienna, VA)",$2400
13,2016-09-25 21:49,4,,1560,northern virginia,"(Split Oak Ln, Burke, VA)",$2650
14,2016-09-25 21:49,2,,1212,northern virginia,"(Dulles, Sterling, Reston, Herndon, Ashburn, Leesburg)",$1817
15,2016-09-25 21:48,2,,1020,northern virginia,(Reston Town Center),$2000
16,2016-09-25 21:48,2,,897,northern virginia,"(Fairfax, Burke, Chantilly)",$1761
17,2016-09-25 21:47,4,5,1200,northern virginia,(LORTON),$1800
18,2016-09-25 21:47,2,,1100,northern virginia,(Fairfax Station),$1600
19,2016-09-25 21:47,,,1100,northern virginia,,$1100
20,2016-09-25 21:47,1,,760,northern virginia,"(Arlington, VA)",$1850
21,2016-09-25 21:46,1,,844,northern virginia,(Saratoga),$1622
22,2016-09-25 21:46,3,5,2100,northern virginia,(Pentagon/Crystal City),$2990
23,2016-09-25 21:41,1,,1500,northern virginia,"(Alexandria, Virginia)",$1000
24,2016-09-25 21:41,2,,1180,northern virginia,(falls church),$1800
25,2016-09-25 21:39,1,,1200,northern virginia,"(Middleburg, VA)",$1550
26,2016-09-25 21:35,1,,737,northern virginia,(VA - Fairfax County - Dunn Loring),$1730
27,2016-09-25 21:33,1,,,northern virginia,"(Falls Church, VA)",$1500
28,2016-09-25 21:32,2,,875,northern virginia,(Arlington - Courthouse Metro),$2649
29,2016-09-25 21:31,2,,1073,northern virginia,(Arlington),$3250
30,2016-09-25 21:30,5,,,northern virginia,(ANYWHERE IN VA OR MD!),$2000
31,2016-09-25 21:28,2,,884,northern virginia,(Arlington),$2375
32,2016-09-25 21:27,4,,,northern virginia,(Anywhere in VA or MD),$1650
33,2016-09-25 21:27,3,,1280,northern virginia,(Reston),$1750
34,2016-09-25 21:25,2,,830,northern virginia,(Herndon),$1479
35,2016-09-25 21:24,2,,,northern virginia,(Washington),$655
36,2016-09-25 21:23,2,,,northern virginia,(Washington),$655
37,2016-09-25 21:23,1,,754,northern virginia,(Falls Church),$2025
38,2016-09-25 21:22,2,,1000,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1330
39,2016-09-25 21:19,1,,850,northern virginia,"(2526 Chain Bridge Road #101, Vienna, VA 22181)",$1526
40,2016-09-25 21:18,4,,,northern virginia,(ANYWHERE IN VA OR MD!),$1300
41,2016-09-25 21:18,5,,,northern virginia,(Anywhere in VA or MD),$3100
42,2016-09-25 21:17,1,,689,northern virginia,"(Fairfax, Alexandria, Arlington)",$1586
43,2016-09-25 21:16,2,2,,northern virginia,(Herndon),$1700
44,2016-09-25 21:16,3,,,northern virginia,"(Cascades, Sterling, VA)",$2100
45,2016-09-25 21:15,5,,,northern virginia,(Anywhere in VA or MD),$2300
46,2016-09-25 21:14,2,,935,northern virginia,"(5042 Silver Hill Court, Forestville, MD 20747)",$1193
47,2016-09-25 21:11,1,,700,northern virginia,(McLean),$1650
48,2016-09-25 21:10,2,,1078,northern virginia,"(10520 Rosehaven Street, Fairfax, VA 22030)",$2065
49,2016-09-25 21:10,2,,1200,northern virginia,(Woodbridge),$13
50,2016-09-25 21:07,3,,1452,northern virginia,"(Springfield, VA)",$2100
51,2016-09-25 21:04,4,3,,northern virginia,(North Arlington),$3950
52,2016-09-25 21:02,3,5,,northern virginia,"(Falls Church, VA)",$500
53,2016-09-25 21:01,3,5,,northern virginia,"(Falls Church, VA)",$500
54,2016-09-25 21:00,1,,980,northern virginia,,$2300
55,2016-09-25 20:59,3,,,northern virginia,"(Aldie, VA)",$1000
56,2016-09-25 20:59,2,1,,northern virginia,"(Falls Church, VA)",$400
57,2016-09-25 20:55,2,1,,northern virginia,"(Falls Church, VA)",$400
58,2016-09-25 20:55,4,2,1025,northern virginia,"(Vienna, VA)",$2550
59,2016-09-25 20:53,3,,1207,northern virginia,(Huntington),$1799
60,2016-09-25 20:53,5,,2300,northern virginia,(Alexandria),$2995
61,2016-09-25 20:48,1,,850,northern virginia,"(2526 Chain Bridge Road #101, Vienna, VA 22181)",$1526
62,2016-09-25 20:48,,2,1600,northern virginia,(Woodbridge),$1580
63,2016-09-25 20:45,5,,,northern virginia,(CONTINUING GROWTH IN STAFFORD/SPOTSY),$2600
64,2016-09-25 20:45,3,,,northern virginia,"(Springfield, Burke, Newington)",$1995
65,2016-09-25 20:43,2,,,northern virginia,,$2500
66,2016-09-25 20:42,1,,689,northern virginia,(Fairfax),$1707
67,2016-09-25 20:39,2,,1078,northern virginia,"(10520 Rosehaven Street, Fairfax, VA 22030)",$2065
68,2016-09-25 20:36,3,,2900,northern virginia,"(2100 Owls Cove Ln, Reston Va)",$3650
69,2016-09-25 20:33,3,,1600,northern virginia,(Clifton),$2100
70,2016-09-25 20:32,2,,830,northern virginia,(Herndon),$1479
71,2016-09-25 20:30,3,,3000,northern virginia,(Mclean VA),$3680
72,2016-09-25 20:28,1,,804,northern virginia,(FALLS CHURCH),$1535
73,2016-09-25 20:28,1,,665,northern virginia,(Rte #1 Alexandria),$1375
74,2016-09-25 20:22,1,,1072,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1431
75,2016-09-25 20:20,1,,891,northern virginia,(Arlington),$1650
76,2016-09-25 20:16,1,,860,northern virginia,"(Dulles, Sterling, Reston, Herndon, Ashburn, Leesburg)",$1496
77,2016-09-25 20:14,1,,850,northern virginia,"(Vienna near Tysons Corner, Falls Church, Merrifield)",$1582
78,2016-09-25 20:10,2,,897,northern virginia,"(Fairfax, Annandale, Chantilly)",$1859
79,2016-09-25 20:05,2,,803,northern virginia,(Ballston-Arlington),$2250
80,2016-09-25 20:04,2,,905,northern virginia,(Parc Reston),$1575
81,2016-09-25 19:59,4,,2500,northern virginia,"(Nokesville, VA near Gainesville/Manassas)",$2500
82,2016-09-25 19:48,2,,,northern virginia,(Arlington),$2200
83,2016-09-25 19:48,,,453,northern virginia,(Washington),$1383
84,2016-09-25 19:46,1,,,northern virginia,(Fairfax),$500
85,2016-09-25 19:45,3,1,900,northern virginia,(Reston),$1500
86,2016-09-25 19:45,1,,,northern virginia,(springfield),$750
87,2016-09-25 19:44,3,,1371,northern virginia,"(Dulles, Herndon, Reston, Sterling, Ashburn)",$2007
88,2016-09-25 19:41,2,,,northern virginia,(Dumfries Woodbridge Quantico Ft Belvoir),$1250
89,2016-09-25 19:41,3,,,northern virginia,(Dumfries Woodbridge Quantico),$1475
90,2016-09-25 19:38,1,2,2700,northern virginia,(1640 N. GEORGE MASON DR. ARLINGTON VA),$2350
91,2016-09-25 19:38,1,,811,northern virginia,"(Fairfax, Alexandria, Centreville)",$1727
92,2016-09-25 19:30,,,520,northern virginia,(Alexandria),$1700
93,2016-09-25 19:26,3,,2200,northern virginia,(Dunn Loring),$3595
94,2016-09-25 19:25,2,,830,northern virginia,(Herndon),$1479
95,2016-09-25 19:25,3,,1886,northern virginia,(Alexandria VA 22304),$2100
96,2016-09-25 19:23,2,,1084,northern virginia,(Falls Church),$2495
97,2016-09-25 19:23,2,,1135,northern virginia,(Arlington),$2200
98,2016-09-25 19:14,1,,850,northern virginia,"(2526 Chain Bridge Road #101, Vienna, VA 22181)",$1511
0,2016-09-25 22:21,3,,1371,northern virginia,"(Dulles, Sterling, Reston, Herndon, Ashburn, Leesburg)",$2007
1,2016-09-25 22:20,1,,811,northern virginia,(Fairfax),$1727
2,2016-09-25 22:19,1,,850,northern virginia,"(Vienna near Tysons Corner, Falls Church, Merrifiel)",$1571
3,2016-09-25 22:17,,,550,northern virginia,(Hendon/Reston),$880
4,2016-09-25 22:14,2,,1341,northern virginia,(Alexandria VA 22315),$1800
5,2016-09-25 22:13,2,,986,northern virginia,"(6924 Fairfax Dr, Arlington, VA)",$2249
6,2016-09-25 22:13,2,,800,northern virginia,(old town Alexandria),$2250
7,2016-09-25 22:08,1,,804,northern virginia,(FALLS CHURCH),$1535
8,2016-09-25 22:07,2,,1150,northern virginia,(North Arlington),$2445
9,2016-09-25 22:07,2,,1100,northern virginia,(Tyson's),$2978
10,2016-09-25 21:58,1,,1500,northern virginia,"(Alexandria, Virginia)",$1000
11,2016-09-25 21:57,6,4,3500,northern virginia,"(McLean, VA)",$5400
12,2016-09-25 21:51,3,,1384,northern virginia,"(Vienna, VA)",$2400
13,2016-09-25 21:49,4,,1560,northern virginia,"(Split Oak Ln, Burke, VA)",$2650
14,2016-09-25 21:49,2,,1212,northern virginia,"(Dulles, Sterling, Reston, Herndon, Ashburn, Leesburg)",$1817
15,2016-09-25 21:48,2,,1020,northern virginia,(Reston Town Center),$2000
16,2016-09-25 21:48,2,,897,northern virginia,"(Fairfax, Burke, Chantilly)",$1761
17,2016-09-25 21:47,4,5,1200,northern virginia,(LORTON),$1800
18,2016-09-25 21:47,2,,1100,northern virginia,(Fairfax Station),$1600
19,2016-09-25 21:47,,,1100,northern virginia,,$1100
20,2016-09-25 21:47,1,,760,northern virginia,"(Arlington, VA)",$1850
21,2016-09-25 21:46,1,,844,northern virginia,(Saratoga),$1622
22,2016-09-25 21:46,3,5,2100,northern virginia,(Pentagon/Crystal City),$2990
23,2016-09-25 21:41,1,,1500,northern virginia,"(Alexandria, Virginia)",$1000
24,2016-09-25 21:41,2,,1180,northern virginia,(falls church),$1800
25,2016-09-25 21:39,1,,1200,northern virginia,"(Middleburg, VA)",$1550
26,2016-09-25 21:35,1,,737,northern virginia,(VA - Fairfax County - Dunn Loring),$1730
27,2016-09-25 21:33,1,,,northern virginia,"(Falls Church, VA)",$1500
28,2016-09-25 21:32,2,,875,northern virginia,(Arlington - Courthouse Metro),$2649
29,2016-09-25 21:31,2,,1073,northern virginia,(Arlington),$3250
30,2016-09-25 21:30,5,,,northern virginia,(ANYWHERE IN VA OR MD!),$2000
31,2016-09-25 21:28,2,,884,northern virginia,(Arlington),$2375
32,2016-09-25 21:27,4,,,northern virginia,(Anywhere in VA or MD),$1650
33,2016-09-25 21:27,3,,1280,northern virginia,(Reston),$1750
34,2016-09-25 21:25,2,,830,northern virginia,(Herndon),$1479
35,2016-09-25 21:24,2,,,northern virginia,(Washington),$655
36,2016-09-25 21:23,2,,,northern virginia,(Washington),$655
37,2016-09-25 21:23,1,,754,northern virginia,(Falls Church),$2025
38,2016-09-25 21:22,2,,1000,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1330
39,2016-09-25 21:19,1,,850,northern virginia,"(2526 Chain Bridge Road #101, Vienna, VA 22181)",$1526
40,2016-09-25 21:18,4,,,northern virginia,(ANYWHERE IN VA OR MD!),$1300
41,2016-09-25 21:18,5,,,northern virginia,(Anywhere in VA or MD),$3100
42,2016-09-25 21:17,1,,689,northern virginia,"(Fairfax, Alexandria, Arlington)",$1586
43,2016-09-25 21:16,2,2,,northern virginia,(Herndon),$1700
44,2016-09-25 21:16,3,,,northern virginia,"(Cascades, Sterling, VA)",$2100
45,2016-09-25 21:15,5,,,northern virginia,(Anywhere in VA or MD),$2300
46,2016-09-25 21:14,2,,935,northern virginia,"(5042 Silver Hill Court, Forestville, MD 20747)",$1193
47,2016-09-25 21:11,1,,700,northern virginia,(McLean),$1650
48,2016-09-25 21:10,2,,1078,northern virginia,"(10520 Rosehaven Street, Fairfax, VA 22030)",$2065
49,2016-09-25 21:10,2,,1200,northern virginia,(Woodbridge),$13
50,2016-09-25 21:07,3,,1452,northern virginia,"(Springfield, VA)",$2100
51,2016-09-25 21:04,4,3,,northern virginia,(North Arlington),$3950
52,2016-09-25 21:02,3,5,,northern virginia,"(Falls Church, VA)",$500
53,2016-09-25 21:01,3,5,,northern virginia,"(Falls Church, VA)",$500
54,2016-09-25 21:00,1,,980,northern virginia,,$2300
55,2016-09-25 20:59,3,,,northern virginia,"(Aldie, VA)",$1000
56,2016-09-25 20:59,2,1,,northern virginia,"(Falls Church, VA)",$400
57,2016-09-25 20:55,2,1,,northern virginia,"(Falls Church, VA)",$400
58,2016-09-25 20:55,4,2,1025,northern virginia,"(Vienna, VA)",$2550
59,2016-09-25 20:53,3,,1207,northern virginia,(Huntington),$1799
60,2016-09-25 20:53,5,,2300,northern virginia,(Alexandria),$2995
61,2016-09-25 20:48,1,,850,northern virginia,"(2526 Chain Bridge Road #101, Vienna, VA 22181)",$1526
62,2016-09-25 20:48,,2,1600,northern virginia,(Woodbridge),$1580
63,2016-09-25 20:45,5,,,northern virginia,(CONTINUING GROWTH IN STAFFORD/SPOTSY),$2600
64,2016-09-25 20:45,3,,,northern virginia,"(Springfield, Burke, Newington)",$1995
65,2016-09-25 20:43,2,,,northern virginia,,$2500
66,2016-09-25 20:42,1,,689,northern virginia,(Fairfax),$1707
67,2016-09-25 20:39,2,,1078,northern virginia,"(10520 Rosehaven Street, Fairfax, VA 22030)",$2065
68,2016-09-25 20:36,3,,2900,northern virginia,"(2100 Owls Cove Ln, Reston Va)",$3650
69,2016-09-25 20:33,3,,1600,northern virginia,(Clifton),$2100
70,2016-09-25 20:32,2,,830,northern virginia,(Herndon),$1479
71,2016-09-25 20:30,3,,3000,northern virginia,(Mclean VA),$3680
72,2016-09-25 20:28,1,,804,northern virginia,(FALLS CHURCH),$1535
73,2016-09-25 20:28,1,,665,northern virginia,(Rte #1 Alexandria),$1375
74,2016-09-25 20:22,1,,1072,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1431
75,2016-09-25 20:20,1,,891,northern virginia,(Arlington),$1650
76,2016-09-25 20:16,1,,860,northern virginia,"(Dulles, Sterling, Reston, Herndon, Ashburn, Leesburg)",$1496
77,2016-09-25 20:14,1,,850,northern virginia,"(Vienna near Tysons Corner, Falls Church, Merrifield)",$1582
78,2016-09-25 20:10,2,,897,northern virginia,"(Fairfax, Annandale, Chantilly)",$1859
79,2016-09-25 20:05,2,,803,northern virginia,(Ballston-Arlington),$2250
80,2016-09-25 20:04,2,,905,northern virginia,(Parc Reston),$1575
81,2016-09-25 19:59,4,,2500,northern virginia,"(Nokesville, VA near Gainesville/Manassas)",$2500
82,2016-09-25 19:48,2,,,northern virginia,(Arlington),$2200
83,2016-09-25 19:48,,,453,northern virginia,(Washington),$1383
84,2016-09-25 19:46,1,,,northern virginia,(Fairfax),$500
85,2016-09-25 19:45,3,1,900,northern virginia,(Reston),$1500
86,2016-09-25 19:45,1,,,northern virginia,(springfield),$750
87,2016-09-25 19:44,3,,1371,northern virginia,"(Dulles, Herndon, Reston, Sterling, Ashburn)",$2007
88,2016-09-25 19:41,2,,,northern virginia,(Dumfries Woodbridge Quantico Ft Belvoir),$1250
89,2016-09-25 19:41,3,,,northern virginia,(Dumfries Woodbridge Quantico),$1475
90,2016-09-25 19:38,1,2,2700,northern virginia,(1640 N. GEORGE MASON DR. ARLINGTON VA),$2350
91,2016-09-25 19:38,1,,811,northern virginia,"(Fairfax, Alexandria, Centreville)",$1727
92,2016-09-25 19:30,,,520,northern virginia,(Alexandria),$1700
93,2016-09-25 19:26,3,,2200,northern virginia,(Dunn Loring),$3595
94,2016-09-25 19:25,2,,830,northern virginia,(Herndon),$1479
95,2016-09-25 19:25,3,,1886,northern virginia,(Alexandria VA 22304),$2100
96,2016-09-25 19:23,2,,1084,northern virginia,(Falls Church),$2495
97,2016-09-25 19:23,2,,1135,northern virginia,(Arlington),$2200
98,2016-09-25 19:14,1,,850,northern virginia,"(2526 Chain Bridge Road #101, Vienna, VA 22181)",$1511
99,2016-09-25 19:11,3,,1800,northern virginia,(arlington),$4900
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
7,2016-09-23 15:49,1,,765,northern virginia,(Arlington),$1395
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
7,2016-09-23 15:49,1,,765,northern virginia,(Arlington),$1395
8,2016-09-23 15:49,1,,679,northern virginia,"(Arlington, VA)",$2145
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
7,2016-09-23 15:49,1,,765,northern virginia,(Arlington),$1395
8,2016-09-23 15:49,1,,679,northern virginia,"(Arlington, VA)",$2145
9,2016-09-23 15:48,1,,700,northern virginia,,$1555
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
7,2016-09-23 15:49,1,,765,northern virginia,(Arlington),$1395
8,2016-09-23 15:49,1,,679,northern virginia,"(Arlington, VA)",$2145
9,2016-09-23 15:48,1,,700,northern virginia,,$1555
10,2016-09-23 15:48,3,,1380,northern virginia,"(alexandria, va)",$2231
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
7,2016-09-23 15:49,1,,765,northern virginia,(Arlington),$1395
8,2016-09-23 15:49,1,,679,northern virginia,"(Arlington, VA)",$2145
9,2016-09-23 15:48,1,,700,northern virginia,,$1555
10,2016-09-23 15:48,3,,1380,northern virginia,"(alexandria, va)",$2231
11,2016-09-23 15:48,1,,724,northern virginia,(Lorton - Pohick Bay Park),$1258
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
7,2016-09-23 15:49,1,,765,northern virginia,(Arlington),$1395
8,2016-09-23 15:49,1,,679,northern virginia,"(Arlington, VA)",$2145
9,2016-09-23 15:48,1,,700,northern virginia,,$1555
10,2016-09-23 15:48,3,,1380,northern virginia,"(alexandria, va)",$2231
11,2016-09-23 15:48,1,,724,northern virginia,(Lorton - Pohick Bay Park),$1258
12,2016-09-23 15:48,1,,843,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1243
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
2,2016-09-23 15:52,,,4,northern virginia,(Arlington),$1400
3,2016-09-23 15:52,2,,1062,northern virginia,(Alexandria),$2120
4,2016-09-23 15:51,3,,1000,northern virginia,(Lorton),$2100
5,2016-09-23 15:50,2,,1450,northern virginia,(46826 trumpet cir),$1250
6,2016-09-23 15:50,2,,1165,northern virginia,(2151 Astoria Circle #109),$1699
7,2016-09-23 15:49,1,,765,northern virginia,(Arlington),$1395
8,2016-09-23 15:49,1,,679,northern virginia,"(Arlington, VA)",$2145
9,2016-09-23 15:48,1,,700,northern virginia,,$1555
10,2016-09-23 15:48,3,,1380,northern virginia,"(alexandria, va)",$2231
11,2016-09-23 15:48,1,,724,northern virginia,(Lorton - Pohick Bay Park),$1258
12,2016-09-23 15:48,1,,843,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1243
13,2016-09-23 15:47,3,,1239,northern virginia,(Annandale),$2097
0,2016-09-23 15:52,2,,1032,northern virginia,"(18205 Lost Knife Circle • Montgomery Village, MD 20886)",$1491
1,2016-09-23 15:52,,,,northern virginia,(dmv),$60
